,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1279.9714647155163,1196.5385498744686,32.77619198274354,0.0,0.0,0.0
std,1328.3123675124484,1355.2150518434446,36.606425998571936,0.0,0.0,0.0
