,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,504.9731940569623,406.3412641323679,11.70008921871345,0.0,0.0,0.0
std,97.71870046170294,93.25116957078545,2.5527089259950735,0.0,0.0,0.0
