,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,15507973.00276055,4020934.1242451984,102889.23934664667,0.0,0.0,0.0
std,74899097.45473215,18504815.914748196,473639.92883129494,0.0,0.0,0.0
