,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,613.8158829833491,461.76500036168983,14.627017179218578,0.0,0.0,0.0
std,14.875809071902955,26.929597436288148,0.7214823051218155,0.0,0.0,0.0
