,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,963.4367796020181,904.8108317057291,25.804829471844304,0.0,0.0,0.0
std,530.7043210093797,537.8121362364126,14.326329740569687,0.0,0.0,0.0
