,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,11817.247802551014,7677.43933614095,196.71282184506813,0.0,0.0,0.0
std,43492.75770330186,24886.068404036057,630.9795877928603,0.0,0.0,0.0
