,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,433.8454955939906,346.25709906684034,9.73481978277485,0.0,0.0,0.0
std,69.61331981100035,67.01428618229777,1.7571137091477684,0.0,0.0,0.0
