Lookback Period,Batch Size,Epochs,LSTM RMSE,LSTM RMSE Std,LSTM MAPE,LSTM MAPE Std,SARIMA RMSE,SARIMA RMSE Std,SARIMA MAPE,SARIMA MAPE Std,LSTM Prediction Interval Lower,LSTM Prediction Interval Upper,SARIMA Prediction Interval Lower,SARIMA Prediction Interval Upper,LSTM Std,SARIMA Std
3,8,50,761.8660939603762,1152.7745716092068,16.579396295217826,27.50299216380428,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3054.457630462676,4040.8887996874955,3631.1577667586307,4583.739161357391,251.6406043940864,243.00545780580606
5,8,50,595.1261407652754,1010.0322572642559,12.738041007597754,22.79521313133145,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3171.576165613075,4327.155482768476,3631.1577667586307,4583.739161357391,294.79064213148,243.00545780580606
6,8,50,268.43014638695,75.73831441801497,5.325021100713249,1.472175888138362,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3654.2309805596624,4527.261170319243,3631.1577667586307,4583.739161357391,222.71178310193417,243.00545780580606
7,8,50,230.67122475780928,61.03802233118307,4.562559275293208,1.2148413431140812,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3768.5562771200516,4583.340475809636,3631.1577667586307,4583.739161357391,207.8531119106085,243.00545780580606
9,8,50,462.3814131595319,709.5562042960007,9.714311351066263,15.454769183947247,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3346.3870343004833,4610.24724406052,3631.1577667586307,4583.739161357391,322.4133188163359,243.00545780580606
11,8,50,349.35559991630606,171.06428072783095,6.7938678576264095,3.228711823748011,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3776.062322703989,4807.032497445752,3631.1577667586307,4583.739161357391,263.00259559738817,243.00545780580606
12,8,50,489.7120474093652,616.805076786633,9.773178266599624,12.460566551854985,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3329.11148020361,4774.663024394371,3631.1577667586307,4583.739161357391,368.76314902825584,243.00545780580606
