Lookback Period,Batch Size,Epochs,LSTM RMSE,LSTM RMSE Std,LSTM MAPE,LSTM MAPE Std,SARIMA RMSE,SARIMA RMSE Std,SARIMA MAPE,SARIMA MAPE Std,LSTM Prediction Interval Lower,LSTM Prediction Interval Upper,SARIMA Prediction Interval Lower,SARIMA Prediction Interval Upper,LSTM Std,SARIMA Std
3,16,100,714.7722641305236,1177.521277130217,15.669512239358237,28.204256247946955,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3154.135322552537,4031.418384630864,3631.1577667586307,4583.739161357391,223.79669950977708,243.00545780580606
5,16,100,647.471385884078,1197.8920932483757,14.47715314349114,28.556419567530156,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3269.2253928237196,4106.534406802005,3631.1577667586307,4583.739161357391,213.59923825976662,243.00545780580606
6,16,100,602.7699820217426,1122.434396348209,13.228857645164727,26.216302470810046,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3252.075759085693,4251.148996360423,3631.1577667586307,4583.739161357391,254.86562175375747,243.00545780580606
7,16,100,629.8936019014138,1154.3623308927083,13.949240978582125,27.285434702274387,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3318.6634059761236,4271.968791705938,3631.1577667586307,4583.739161357391,243.19014942087125,243.00545780580606
9,16,100,233.60393635738632,33.8541721941011,4.64364989838796,0.7825465937557315,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3777.3016446394295,4601.6156323788,3631.1577667586307,4583.739161357391,210.2841805457578,243.00545780580606
11,16,100,274.34546386441923,107.07414977213449,5.413744979595771,1.8683406257026938,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3683.492496469509,4637.350020620334,3631.1577667586307,4583.739161357391,243.33100105888397,243.00545780580606
12,16,100,720.3587922187304,917.2449155090894,15.416170723723543,20.53989719027527,271.48688159342834,0.0,4.958427267134995,8.881784197001252e-16,3757.3877547636525,5136.034413205097,3631.1577667586307,4583.739161357391,351.6955761330213,243.00545780580606
