County,State,County-State,census_division,population_total,female_pct,median_age,under18_pct,over65_pct,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,otherrace_pct,hispanic_pct,poverty_pct,area_sqmi,pop_sqmi,nonenglish,customer,too_small,region,vlarge,large,vsmall,vblack,vhispanic,vnonenglish,dense,sparse,poor,group,RANDOM,group_rank
Campbell County, Wyoming,"Campbell County, Wyoming",8,47409,49.2,34,27.7,9.2,96.8,1,2.7,1.2,0.4,1.1,8.7,12.2,4802.065,10,6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.874,287
Canadian County, Oklahoma,"Canadian County, Oklahoma",7,140455,50.3,35.9,26.2,12.9,86.8,4.2,7.7,3.7,0,3.9,9,8.2,896.573,157,8.7,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.59,80
Candler County, Georgia,"Candler County, Georgia",5,10812,50.6,38.7,25.1,17.5,69.2,26.2,0.3,1.7,0,4.9,11.8,30.8,243.059,44,9.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.803,433
Cannon County, Tennessee,"Cannon County, Tennessee",6,14178,50.6,42,21.3,18.4,97.3,2.3,1,0.3,0.1,0.5,2.2,15.8,265.635,53,1.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.336,1400
Canyon County, Idaho,"Canyon County, Idaho",8,217633,50.5,33.6,28.9,13.4,86.2,1.1,2.4,1.8,0.6,12.1,25.3,13.4,587.05,371,18.7,0,0,west,0,0,0,0,0,0,0,0,1,poor,0.309,50
Cape Girardeau County, Missouri,"Cape Girardeau County, Missouri",4,78491,51.6,36.5,21.4,16.2,90.3,8.9,0.8,2.1,0.2,0.5,2.3,16.4,578.517,136,3.7,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.839,64
Cape May County, New Jersey,"Cape May County, New Jersey",2,93086,51.1,49.6,17.6,25.8,93.2,5.4,0.5,1.5,0.2,1.4,7.7,9.8,251.522,370,8.5,0,0,northeast,0,0,1,0,0,0,0,0,0,vsmall,0.261,294
Carbon County, Montana,"Carbon County, Montana",8,10597,49.3,50.5,17.7,25,97.7,0.6,2,0.5,0.1,0.3,2.5,9.7,2047.781,5,3.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.664,676
Carbon County, Pennsylvania,"Carbon County, Pennsylvania",2,63887,50.3,46.2,19.4,20.7,96.5,2.6,0.5,0.8,0,0.4,4.8,11.7,381.324,168,4.6,0,0,northeast,0,0,1,0,0,0,0,1,0,vsmall,0.208,314
Carbon County, Utah,"Carbon County, Utah",8,20308,49.9,37.5,26.2,16.8,96.5,0.5,0.6,0.4,0.1,3.3,13.3,16.8,1479.184,14,5.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.38,1309
Carbon County, Wyoming,"Carbon County, Wyoming",8,15247,46.4,38.6,23.4,16.3,93.3,1.5,3.1,1.2,0.1,2.8,18.2,12.4,7897.803,2,15.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.951,108
Caribou County, Idaho,"Caribou County, Idaho",8,6953,48.7,36.9,29.3,16.7,97.8,0.1,1.6,0.6,1.2,2,5.8,8.8,1764.194,4,3.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.625,758
Carlisle County, Kentucky,"Carlisle County, Kentucky",6,4784,51.1,42.8,22.8,20.6,97.4,1.1,1,2.2,0,0.1,2.3,16.8,189.44,25,1.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.858,321
Carlton County, Minnesota,"Carlton County, Minnesota",4,35633,47.7,41,22.6,17,92,2.6,7.4,0.9,0,0.2,1.8,11.3,861.191,41,3.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.918,178
Caroline County, Maryland,"Caroline County, Maryland",5,33049,51.1,39.7,23.7,16,82.3,15.8,0.9,1.3,0.1,2.4,7.3,13.9,319.442,103,8.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.693,622
Caroline County, Virginia,"Caroline County, Virginia",5,30381,50.3,40.1,23,16,68.5,29.5,1.7,1.4,0,2.9,4.8,8.8,527.363,58,5.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.223,1636
Carroll County, Arkansas,"Carroll County, Arkansas",7,27965,50.3,45,21.8,22.6,94.1,1.5,2.4,1.5,1,1.8,15,14.8,629.938,44,13.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.002,2153
Carroll County, Georgia,"Carroll County, Georgia",5,117183,51.3,34.8,23.9,13.4,76.3,20.3,1.2,1.2,0.1,2.7,6.9,17.3,499.135,235,7,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.554,88
Carroll County, Illinois,"Carroll County, Illinois",3,14466,50.4,48.3,19.4,24.9,97.5,2.3,0.3,0.9,0.1,0.7,3.7,10.7,445.406,32,2.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.249,1579
Carroll County, Indiana,"Carroll County, Indiana",3,20074,49.8,42.9,22.3,19.1,96.6,1.5,0.3,0.3,0.1,2,4.1,9.6,372.225,54,3.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.842,353
Carroll County, Iowa,"Carroll County, Iowa",4,20281,50.7,42,24.5,19.7,98,0.2,0.5,0.3,0,1.7,2.5,8.6,569.453,36,2.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.505,1033
Carroll County, Kentucky,"Carroll County, Kentucky",6,10671,48.8,38.5,25.8,15.1,92.9,3.7,0.9,0.3,0,3.3,6.8,24.1,128.678,83,5.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.921,170
Carroll County, Maryland,"Carroll County, Maryland",5,167699,50.5,42.4,21.9,16.4,93.3,4.7,0.7,2.7,0.2,0.9,3.5,5.2,447.63,375,5,0,0,south,0,0,0,0,0,0,0,0,0,other,0.108,95
Carroll County, Mississippi,"Carroll County, Mississippi",6,10070,49.5,47.6,19.2,22.9,65.2,34.9,0.6,0,0,0,0.2,17,628.388,16,0,0,1,,0,0,1,1,0,0,0,1,1,NA,0.411,1235
Carroll County, Missouri,"Carroll County, Missouri",4,8781,50.6,43.4,22.7,21.4,97.2,3.3,0.4,0.7,0.1,0.2,1.6,14.5,694.622,13,4.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.017,2116
Carroll County, New Hampshire,"Carroll County, New Hampshire",1,48138,50.4,52.3,16.1,27,98.7,0.8,0.9,0.9,0,0.1,1.5,9,931.864,52,2.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.803,431
Carroll County, Ohio,"Carroll County, Ohio",3,27332,49.7,45.5,20.9,20.8,99.6,0.4,0.1,0.2,0,0.1,1.3,12.3,394.612,69,2.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.573,870
Carroll County, Tennessee,"Carroll County, Tennessee",6,27886,51.2,42.5,21.4,19.9,88,11.5,1.1,0.5,0.8,0.2,2.7,18.6,597.658,47,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.484,1081
Carroll County, Virginia,"Carroll County, Virginia",5,29801,49.7,47.6,18.9,23.8,98.8,2,0.3,0.1,0,0.2,3.5,14.6,474.744,63,2.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.818,409
Carson City, Nevada,"Carson City, Nevada",8,54773,48.6,42.4,20.5,19.8,84.3,2.5,3.5,3.6,0.2,8.8,24.1,11.3,144.534,379,22.6,0,0,west,0,0,1,0,0,0,0,0,0,vsmall,0.476,205
Carson County, Texas,"Carson County, Texas",7,6009,51.8,40.6,24.6,18.3,95.9,1.3,3.1,0.4,0,1.5,9.9,8.3,920.235,7,6.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.996,6
Carter County, Kentucky,"Carter County, Kentucky",6,27159,50.9,41.6,22.3,18.3,98.8,0.7,1.1,0.1,0,0.1,1.4,25.3,409.497,66,1.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.362,1352
Carter County, Missouri,"Carter County, Missouri",4,6147,50.7,41.7,23.9,19.6,98.1,0.3,2.4,0.2,0,0.2,2.6,13.4,507.359,12,0.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.968,75
Carter County, Montana,"Carter County, Montana",8,1331,48.7,47.8,21.6,22.6,99.2,0,3.1,0,0,0,0.1,13.1,3340.477,0,1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.135,1834
Carter County, Oklahoma,"Carter County, Oklahoma",7,48319,51.1,38.2,25.2,16.4,82.1,8.8,15,1.6,0.1,1.4,7.3,16.1,822.205,59,6.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.372,1328
Carter County, Tennessee,"Carter County, Tennessee",6,56433,51.1,45.4,18.7,21.2,97.1,2,0.8,0.5,0.1,0.2,1.9,22.1,341.258,165,2,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.458,213
Carteret County, North Carolina,"Carteret County, North Carolina",5,69070,51,48.6,17.8,24.2,92.4,6.8,1.3,1.8,0.1,0.7,4.3,10.7,507.604,136,5.4,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.954,16
Carver County, Minnesota,"Carver County, Minnesota",4,101949,50.3,37.9,27,11.4,94.2,2.7,0.7,4,0.1,0.9,4.2,4.1,354.022,288,7.4,0,0,midwest,0,0,0,0,0,0,0,1,0,sparse,0.233,151
Cascade County, Montana,"Cascade County, Montana",8,81625,49.5,38.3,22.5,18.3,91.6,2.4,6.9,1.7,0.5,1.4,4.5,13.3,2698.207,30,3,0,0,west,0,0,1,0,0,0,0,1,1,vsmall,0.408,238
Casey County, Kentucky,"Casey County, Kentucky",6,15885,51.2,42.6,22.7,19.9,98.4,1.4,0.7,0.5,0,0.4,2.9,25.5,444.239,36,4.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.125,1855
Cass County, Illinois,"Cass County, Illinois",3,12493,50.1,40,24.4,17.3,89.5,5.4,0.4,0.8,0,5,18.9,14.8,375.754,33,17.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.024,2097
Cass County, Indiana,"Cass County, Indiana",3,37880,49.8,40.8,23.3,17.4,86.1,2.2,0.8,2.3,0.6,10.8,15.4,14.6,412.144,92,15.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.22,1643
Cass County, Iowa,"Cass County, Iowa",4,13091,50.7,44.9,22.2,22.6,97.9,0.6,0.9,0.8,0.4,0.6,2.7,13.8,564.258,23,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.621,772
Cass County, Michigan,"Cass County, Michigan",3,51523,49.9,45.2,20.9,20.3,91.6,6.9,2.3,1.1,0,1.2,3.9,12.1,490.108,105,3.2,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.818,72
Cass County, Minnesota,"Cass County, Minnesota",4,29268,48.9,48.9,21.1,25.3,86.7,1.2,13.7,0.8,0.1,0.3,2.2,13.6,2021.473,14,3.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.473,1110
Cass County, Missouri,"Cass County, Missouri",4,103597,51.1,39.8,24.3,16.5,93.7,5.1,1.5,1.3,0.2,0.9,4.4,9,696.615,149,3.7,0,0,midwest,0,0,0,0,0,0,0,1,0,sparse,0.17,160
Cass County, Nebraska,"Cass County, Nebraska",4,25888,49.5,41.7,24.1,17,97.6,0.9,1.1,0.8,0.7,1.1,3.3,6.8,557.347,46,2.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.96,92
Cass County, North Dakota,"Cass County, North Dakota",4,176975,49.3,32.5,22.4,11.6,89.8,6.3,2.2,4,0.1,0.8,2.7,10.7,1764.935,100,7.9,0,0,west,0,0,0,0,0,0,0,1,0,sparse,0.004,192
Cass County, Texas,"Cass County, Texas",7,30059,51.8,43.3,22.6,21.9,80,18.7,1.2,0.6,0,1.9,4.5,18.5,936.948,32,4.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.267,1545
Cassia County, Idaho,"Cassia County, Idaho",8,23690,49.1,32.9,32.1,13.8,94.5,0.2,2,1.1,0.1,3.6,27.2,14.3,2565.61,9,20.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.073,1981
Castro County, Texas,"Castro County, Texas",7,7673,49.8,34.8,29.1,15.2,94.3,3.7,1.6,0.6,0,3.2,64.6,13.7,894.444,9,52.3,0,1,,0,0,1,0,1,0,0,1,1,NA,0.965,81
Caswell County, North Carolina,"Caswell County, North Carolina",5,22684,49.8,45.7,18.8,20.7,64.1,33.9,0.6,0.7,0.1,2.1,4,18.1,425.367,53,4.2,0,1,,0,0,1,1,0,0,0,1,1,NA,0.507,1028
Catahoula Parish, Louisiana,"Catahoula Parish, Louisiana",7,9766,47.5,38.1,21.8,16.8,66.8,32.5,0.1,0.2,0,0.5,1.9,22.1,708.025,14,1.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.515,1008
Catawba County, North Carolina,"Catawba County, North Carolina",5,157613,51.1,41.4,22.4,17.5,81,9.7,0.8,4.6,0.1,6.1,9.7,13.2,401.374,393,13.3,0,0,south,0,0,0,0,0,0,0,0,1,poor,0.078,65
Catoosa County, Georgia,"Catoosa County, Georgia",5,66700,52,40.4,23.1,17.2,94.5,3.8,0.9,1.7,0.1,1.4,3,9.9,162.162,411,3.9,0,0,south,0,0,1,0,0,0,0,0,0,vsmall,0.483,203
Catron County, New Mexico,"Catron County, New Mexico",8,3526,44.9,58.1,15.3,37,97.9,0,0.1,0,0,2.1,19,16.4,6924.187,1,15.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.027,2086
Cattaraugus County, New York,"Cattaraugus County, New York",2,77121,50.3,42,22.3,18.7,93.8,2.4,4,1.1,0,0.8,2.1,16.5,1308.163,59,4.7,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.455,215
Cavalier County, North Dakota,"Cavalier County, North Dakota",4,3803,48.8,49.5,21.4,27.1,96.7,0.4,2.7,0.1,0,1.8,1.8,11,1489.125,3,3.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.832,382
Cayuga County, New York,"Cayuga County, New York",2,77425,48.7,42.9,19.9,18.4,94.2,5.5,0.9,0.9,0,1.1,3,12.1,691.587,112,4.6,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.519,193
Cecil County, Maryland,"Cecil County, Maryland",5,102552,50.2,40.8,22.8,15.2,90.4,8.5,1.1,2,0.2,1.1,4.4,9.8,346.3,296,5.5,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.432,108
Cedar County, Iowa,"Cedar County, Iowa",4,18457,50.3,42.7,23.1,19.3,97.9,1.5,0.3,0.5,0.1,0.1,2,6.9,579.462,32,1.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.834,378
Cedar County, Missouri,"Cedar County, Missouri",4,14043,49.9,44.7,24.1,23.3,98.7,1.4,1.3,0.5,0.3,0.7,2.3,15.8,474.47,30,2.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.155,1787
Cedar County, Nebraska,"Cedar County, Nebraska",4,8498,49.1,42.7,25.4,21.3,98,0.4,1.1,0.1,0,1,2.1,7.2,740.244,11,1.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.895,234
Centre County, Pennsylvania,"Centre County, Pennsylvania",2,161960,47.4,32.3,15,13.8,89.2,4.4,0.4,7.1,0.1,0.8,2.9,18.2,1108.708,146,12.1,0,0,northeast,0,0,0,0,0,0,0,1,1,sparse,0.036,184
Cerro Gordo County, Iowa,"Cerro Gordo County, Iowa",4,42834,51.2,44.3,20.6,21.1,95.8,2.7,1.1,1.4,0.3,0.8,4.9,10.1,568.3,75,3.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.765,503
Chaffee County, Colorado,"Chaffee County, Colorado",8,19557,46.4,49.2,15.1,25,95.4,2,1.3,2.2,0.2,0.9,10,9.8,1013.408,19,6.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.692,629
Chambers County, Alabama,"Chambers County, Alabama",6,33660,52.2,42,21,19.2,58.7,40.2,0.5,1.3,0,0.3,2.4,17.3,596.561,56,2.4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.003,2148
Chambers County, Texas,"Chambers County, Texas",7,41305,49.3,35.2,28,10.9,90.1,8.5,0.8,1.4,0.1,1.2,22.4,12.1,597.096,69,17.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.491,1067
Champaign County, Illinois,"Champaign County, Illinois",3,209922,50.2,30.1,18.9,12.4,74.3,14.7,0.6,11.8,0.2,1.3,6,20,996.104,211,17.6,0,0,midwest,0,0,0,0,0,1,0,1,1,vnonenglish,0.444,17
Champaign County, Ohio,"Champaign County, Ohio",3,38845,50.2,41.9,22.5,18.1,96.9,3.5,1,0.7,0.1,0.4,1.6,10.1,428.989,91,1.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.846,348
Chariton County, Missouri,"Chariton County, Missouri",4,7483,50.3,45.7,22.8,23.7,97.4,3.8,0.6,0.1,0,0,0.5,14,751.178,10,0.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.086,1948
Charles City County, Virginia,"Charles City County, Virginia",5,7014,51.1,50.8,15.5,23.9,46.1,47.4,9.2,1.2,0.1,0.4,1.9,13.2,182.901,38,3.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.107,1901
Charles County, Maryland,"Charles County, Maryland",5,159428,51.8,38.4,24.1,12.2,48.1,50.1,2.3,4.3,0.3,1.1,5.8,6.3,457.824,348,8.2,0,0,south,0,0,0,1,0,0,0,0,0,vblack,0.346,36
Charles Mix County, South Dakota,"Charles Mix County, South Dakota",4,9349,49.7,35.8,29.7,18.2,67.5,1,36.1,0.4,0.1,0.2,3.6,19,1097.488,9,6.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.261,1555
Charleston County, South Carolina,"Charleston County, South Carolina",5,401165,51.6,37.8,19.8,15.9,70,27.8,0.8,2.2,0.1,1.3,5.1,13.7,917.979,437,6.9,0,0,south,0,0,0,0,0,0,0,0,1,poor,0.158,60
Charlevoix County, Michigan,"Charlevoix County, Michigan",3,26188,50.5,48.6,19.3,23.7,97.3,0.9,2.6,0.8,0.1,0.4,2,10.1,416.33,63,2.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.383,1298
Charlotte County, Florida,"Charlotte County, Florida",5,181067,51.1,59.1,12.3,39.6,91.5,6.5,0.8,1.8,0.2,1.3,7.3,11.1,681.119,266,10.2,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.885,30
Charlotte County, Virginia,"Charlotte County, Virginia",5,12040,50.8,46.2,22.2,21.9,71.4,29.3,0.3,0.4,0,0.2,2.2,23.7,475.296,25,2.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.349,1376
Charlottesville city, Virginia,"Charlottesville city, Virginia",5,47096,51.6,31.6,15.6,11.3,73.4,20,0.6,8.2,0.3,0.7,5.5,24.1,10.245,4597,15.7,0,1,,0,0,1,0,0,1,1,0,1,NA,0.906,206
Charlton County, Georgia,"Charlton County, Georgia",5,13040,42.8,41.2,19.4,14.9,68.7,28,2.6,1,0.2,2.4,8.4,25.2,780.087,17,10.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.282,1511
Chase County, Kansas,"Chase County, Kansas",4,2637,48.7,44.8,22.9,24.2,96.9,2.7,1.6,0.1,0,0.8,4.7,11.8,773.053,3,3.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.853,328
Chase County, Nebraska,"Chase County, Nebraska",4,3783,51.5,43.5,23.1,21.9,99.7,0.1,0.1,0.5,0,0,12.3,9.7,894.419,4,11.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.882,271
Chatham County, Georgia,"Chatham County, Georgia",5,288496,51.9,35.6,21.5,14.9,55.1,41.5,0.9,3.5,0.3,1.9,6.4,15.1,433.124,666,10.4,0,0,south,0,0,0,1,0,0,0,0,1,vblack,0.628,18
Chatham County, North Carolina,"Chatham County, North Carolina",5,71338,52.3,46.7,20.5,24,83.8,12.9,1.1,2.2,0.2,3.3,12.2,10.2,681.679,105,14.4,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.317,270
Chattahoochee County, Georgia,"Chattahoochee County, Georgia",5,10560,34.9,24.5,21.3,3.2,70.8,23.5,0.8,4.7,0.3,3.9,15.9,19.8,248.737,42,14,0,1,,0,0,1,0,0,0,0,1,1,NA,0.35,1374
Chattooga County, Georgia,"Chattooga County, Georgia",5,24812,48.2,39.4,22.5,17.3,86.9,11.1,0.7,0.3,0,2.3,5.2,19.4,313.327,79,4.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.455,1148
Chautauqua County, Kansas,"Chautauqua County, Kansas",4,3323,47.4,47.9,22.3,26.1,95,1.8,8.4,0.6,0,0.9,3.9,18.5,638.881,5,1.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.564,891
Chautauqua County, New York,"Chautauqua County, New York",2,128496,50.7,42.6,20.5,19.6,94.1,3.6,1,0.9,0.1,2.4,7.5,18.2,1060.412,121,7.9,0,0,northeast,0,0,0,0,0,0,0,1,1,sparse,0.829,42
Chaves County, New Mexico,"Chaves County, New Mexico",8,65144,50.1,35.7,26.8,15.5,89.5,2.1,2.5,1.2,0.1,7.1,56.7,19.4,6067.177,11,34.2,0,0,west,0,0,1,0,1,0,0,1,1,vsmall,0.309,272
Cheatham County, Tennessee,"Cheatham County, Tennessee",6,40181,50.1,40.3,22.2,14.6,96.3,2.5,1.1,0.9,0.1,1.3,3,10.6,302.503,133,4.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.714,593
Cheboygan County, Michigan,"Cheboygan County, Michigan",3,25418,50,51.1,16.7,26.8,96.4,1.2,4.8,0.7,0,0.3,1.4,14.9,715.279,36,3.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.767,499
Chelan County, Washington,"Chelan County, Washington",9,76229,49.9,40.1,23.7,18.6,84.1,1.1,2.6,1.5,0.5,14.7,27.9,11.7,2921.178,26,26.1,0,0,west,0,0,1,0,0,0,0,1,0,vsmall,0.938,30
Chemung County, New York,"Chemung County, New York",2,84895,50.5,41.3,21.6,18.4,91.2,8.5,0.9,1.9,0.1,0.9,3.1,13.9,407.333,208,4.4,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.201,318
Chenango County, New York,"Chenango County, New York",2,47909,49.9,44.9,20.8,20.2,97.7,1.6,1,0.9,0.1,0.5,2.2,13.5,893.593,54,3.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.614,791
Cherokee County, Alabama,"Cherokee County, Alabama",6,25903,50.7,46.5,20.2,22.4,93.6,5.1,1.5,0.3,0.1,0.4,1.6,13.9,553.524,47,1.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.002,2154
Cherokee County, Georgia,"Cherokee County, Georgia",5,247515,50.8,38.7,24.9,13.4,88.4,7.8,1.2,2.6,0.1,2.4,10.5,7.5,421.082,588,12.1,0,0,south,0,0,0,0,0,0,0,0,0,other,0.501,44
Cherokee County, Iowa,"Cherokee County, Iowa",4,11343,49.6,46.3,21.5,23.5,96.7,2.7,1.3,1.3,0.5,0.1,1.6,11.1,576.907,20,2.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.947,116
Cherokee County, Kansas,"Cherokee County, Kansas",4,20179,50.4,41.3,23.7,19,96.4,1.5,7.1,0.7,0.4,0.3,2.6,13.1,587.567,34,2.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.582,849
Cherokee County, North Carolina,"Cherokee County, North Carolina",5,27969,51,51.5,17,28.9,95.4,2,2.8,0.8,0.1,1,3.1,16.7,455.541,61,3.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.036,2070
Cherokee County, Oklahoma,"Cherokee County, Oklahoma",7,48664,51,35.3,22.3,16.3,60.9,2.6,43.7,1.3,0.4,2.4,7.2,22.1,749.127,65,8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.106,1905
Cherokee County, South Carolina,"Cherokee County, South Carolina",5,56895,51.6,39.3,23.2,16.3,77.7,21.6,1.1,0.7,0.1,1.4,4.4,19.4,392.964,145,4.2,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.602,151
Cherokee County, Texas,"Cherokee County, Texas",7,52118,49,37.9,25.6,17,83.2,14.9,1.1,0.7,0.1,2,23.1,16.4,1052.955,49,20.2,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.41,234
Cherry County, Nebraska,"Cherry County, Nebraska",4,5779,49.1,43.1,23.2,20.7,95.7,0.9,8.3,0.9,0.3,0.4,2.5,7.8,5960.222,1,1.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.061,2013
Chesapeake city, Virginia,"Chesapeake city, Virginia",5,239982,51.1,36.9,24.2,13,64.5,31.9,1.1,4.8,0.3,1.7,6.2,8.6,338.456,709,8.3,0,0,south,0,0,0,1,0,0,0,0,0,vblack,0.53,23
Cheshire County, New Hampshire,"Cheshire County, New Hampshire",1,76042,51.2,43.1,18,19.4,97.2,1.5,1,2,0.1,0.6,1.9,9,706.709,108,2.9,0,0,northeast,0,0,1,0,0,0,0,1,0,vsmall,0.893,38
Chester County, Pennsylvania,"Chester County, Pennsylvania",2,519560,50.7,40.4,22.9,15.9,86.9,7.1,0.5,6.2,0.1,1.7,7.4,6.4,750.546,692,12.6,0,0,northeast,0,0,0,0,0,0,0,0,0,other,0.913,7
Chester County, South Carolina,"Chester County, South Carolina",5,32311,51.4,42,22.5,18.2,62.2,38.4,1.1,0.3,0,0.1,2,19.6,580.661,56,2.7,0,1,,0,0,1,1,0,0,0,1,1,NA,0.954,104
Chester County, Tennessee,"Chester County, Tennessee",6,17190,51.9,37.7,22.5,16.9,88.5,10.9,0.3,0.7,0.1,2.1,2.6,15.8,285.736,60,2.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.343,1389
Chesterfield County, South Carolina,"Chesterfield County, South Carolina",5,45953,50.8,42.4,22.2,17.9,65.6,34,1.1,0.7,0.1,1.4,4.3,20.7,798.986,58,3.9,0,1,,0,0,1,1,0,0,0,1,1,NA,0.287,1499
Chesterfield County, Virginia,"Chesterfield County, Virginia",5,343551,51.8,38.9,23.9,14.4,69.9,24.9,1,4.6,0.2,3,8.8,6.8,423.506,811,11.9,0,0,south,0,0,0,0,0,0,0,0,0,other,0.829,12
Cheyenne County, Colorado,"Cheyenne County, Colorado",8,2026,50,39.4,30,16.5,97.3,0.1,2.7,2.2,0.2,1.5,17.1,10.2,1778.276,1,15.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.508,1020
Cheyenne County, Kansas,"Cheyenne County, Kansas",4,2665,50.2,45.6,21.3,26.5,96.2,0,0.2,0,0,4.1,6.8,9.4,1019.89,3,8.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.311,1453
Cheyenne County, Nebraska,"Cheyenne County, Nebraska",4,9604,50.4,40.4,23.5,18.5,97.3,1.3,1.7,0.9,0,1.3,7,9.6,1196.008,8,3.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.836,367
Chickasaw County, Iowa,"Chickasaw County, Iowa",4,12026,49.4,44.5,22.9,20.1,98.3,1.1,0.2,0.4,0,0.3,2.5,6.7,504.324,24,5.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.268,1540
Chickasaw County, Mississippi,"Chickasaw County, Mississippi",6,17193,51.8,37.8,25,16.8,51.7,45.1,0.3,0.5,0.1,4.1,4.9,20.6,501.782,34,3.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.784,467
Chicot County, Arkansas,"Chicot County, Arkansas",7,10615,50.6,43.3,22.3,20,44.7,54.2,0.6,0.7,0.2,0.9,5.5,28.9,636.978,17,6.7,0,1,,0,0,1,1,0,0,0,1,1,NA,0.06,2015
Childress County, Texas,"Childress County, Texas",7,7253,38.8,34.5,17.7,13.8,87.6,9.1,1,1,0,3.5,31,13.9,696.511,10,23.4,0,1,,0,0,1,0,1,0,0,1,1,NA,0.721,582
