County,State,County-State,census_division,population_total,female_pct,median_age,under18_pct,over65_pct,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,otherrace_pct,hispanic_pct,poverty_pct,area_sqmi,pop_sqmi,nonenglish,customer,too_small,region,vlarge,large,vsmall,vblack,vhispanic,vnonenglish,dense,sparse,poor,group,RANDOM,group_rank
Saratoga County, New York,"Saratoga County, New York",2,228502,50.5,42.8,20.3,17.6,94.3,2.6,0.6,3.6,0.2,0.7,3.2,5.8,809.97,282,6.4,0,0,northeast,0,0,0,0,0,0,0,1,0,sparse,0.69,61
Sargent County, North Dakota,"Sargent County, North Dakota",4,3872,46.8,45.2,19.7,22.2,96.3,2.5,1.9,0.9,0,0.5,3.1,4.2,858.483,5,6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.186,1711
Sarpy County, Nebraska,"Sarpy County, Nebraska",4,181232,50,34.6,27.6,11.4,90.5,5.7,1.2,3.7,0.3,2.3,9.3,5.9,238.101,761,8.3,0,0,midwest,0,0,0,0,0,0,0,0,0,other,0.106,96
Sauk County, Wisconsin,"Sauk County, Wisconsin",3,63922,50.1,41.1,22.9,18,96,1.7,1.7,0.9,0.1,1.8,5.1,9.9,831.543,77,6.4,0,0,midwest,0,0,1,0,0,0,0,1,0,vsmall,0.593,153
Saunders County, Nebraska,"Saunders County, Nebraska",4,21165,49.5,41.2,24.3,18.3,98.5,1,0.7,0.9,0,0.2,2.3,8.1,748.928,28,2.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.454,1149
Sawyer County, Wisconsin,"Sawyer County, Wisconsin",3,16399,49,50.3,19.5,25.3,80.4,0.7,20.2,0.9,0,1.2,2.7,16.2,1257.607,13,4.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.927,154
Schenectady County, New York,"Schenectady County, New York",2,154859,51.2,39.7,21.6,16.8,79.8,12.8,1,6,0.6,5,7.1,11.4,204.669,757,9.7,0,0,northeast,0,0,0,0,0,0,0,0,0,other,0.191,86
Schleicher County, Texas,"Schleicher County, Texas",7,2983,49.5,36.2,26.4,18.8,62.1,0.5,0,0,0.5,37,53,15.7,1310.642,2,46.1,0,1,,0,0,1,0,1,0,0,1,1,NA,0.632,748
Schley County, Georgia,"Schley County, Georgia",5,5221,50.7,37.8,23.8,16,70.5,26.5,0.1,0,0.3,3.8,6.5,17.2,166.909,31,1.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.363,1346
Schoharie County, New York,"Schoharie County, New York",2,31222,50.4,45.4,17.8,21,96.8,2.1,0.9,1.1,0.1,0.8,3.2,12.1,621.819,50,4.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.46,1140
Schoolcraft County, Michigan,"Schoolcraft County, Michigan",3,8048,51.2,52.1,17.3,26.5,92,0.8,11.9,0.5,0,0.3,1.1,16.7,1171.876,7,1.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.209,1672
Schuyler County, Illinois,"Schuyler County, Illinois",3,6953,47.6,46.3,18.8,22,90.9,9.5,0.9,0.1,0,0,1,19,437.3,16,3.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.021,2106
Schuyler County, Missouri,"Schuyler County, Missouri",4,4555,50.9,40.1,26.3,19.3,99.2,0.9,0.2,0.3,0,1.6,1.7,17.8,307.305,15,3.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.33,1414
Schuyler County, New York,"Schuyler County, New York",2,17920,50,46.4,19.3,20.8,97.9,1.7,0.7,0.9,0,0.3,1.9,15.4,328.343,55,3.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.142,1821
Schuylkill County, Pennsylvania,"Schuylkill County, Pennsylvania",2,142674,48.9,44.4,19.8,20,94.9,3.9,0.6,0.8,0.1,1.3,4.4,12.4,778.579,183,5.2,0,0,northeast,0,0,0,0,0,0,0,1,1,sparse,0.504,96
Scioto County, Ohio,"Scioto County, Ohio",3,76040,50.9,39.9,21.8,17.8,95.9,3.7,1.3,0.5,0,0.5,1.4,22.6,610.145,125,1.3,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.386,246
Scotland County, Missouri,"Scotland County, Missouri",4,4902,50.5,37.3,28.8,18.3,99.9,0,0.2,0.6,0.4,0,0,13.3,436.507,11,9.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.007,2138
Scotland County, North Carolina,"Scotland County, North Carolina",5,35076,50.7,39.3,22.9,17.4,45.4,40,13.4,1.1,0,2.5,3,27.3,319.14,110,4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.318,1440
Scott County, Arkansas,"Scott County, Arkansas",7,10376,48.8,40.7,25.5,20.7,94,0.5,6.4,0.7,0.3,3.2,7.7,19.1,892.85,12,3.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.84,359
Scott County, Illinois,"Scott County, Illinois",3,5005,51.3,44.6,21.9,19.9,98.3,0.5,1,0.3,0.3,0.6,1.3,13,250.79,20,1.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.113,1882
Scott County, Indiana,"Scott County, Indiana",3,23759,50.8,41.5,22.4,16.6,98.8,1,0.5,0.9,0,0.2,2.3,14.9,190.403,125,3.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.026,2092
Scott County, Iowa,"Scott County, Iowa",4,172446,50.9,38.3,23.9,15.8,88.5,9.5,0.8,3.3,0.1,0.9,6.7,12.1,458.096,376,6.6,0,0,midwest,0,0,0,0,0,0,0,0,1,poor,0.389,45
Scott County, Kansas,"Scott County, Kansas",4,4917,48,39.7,26.7,18.1,95.2,0,1,1.7,0.1,3.5,15.6,6,717.585,7,13.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.476,1101
Scott County, Kentucky,"Scott County, Kentucky",6,54667,50.7,36.2,25.4,11.9,90.9,6.7,0.8,2,0,3.3,4.3,11.6,281.768,194,5,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.536,183
Scott County, Minnesota,"Scott County, Minnesota",4,145275,50.2,36.5,27.9,10.4,86.6,5.3,1.5,7.1,0.1,2.4,5.1,5.5,356.272,408,13.4,0,0,midwest,0,0,0,0,0,0,0,0,0,other,0.244,80
Scott County, Mississippi,"Scott County, Mississippi",6,28332,50.4,36.4,26.6,14.9,57.9,38.5,0.5,0.5,0,3.3,11.3,25.5,609.231,47,11.6,0,1,,0,0,1,1,0,0,0,1,1,NA,0.94,132
Scott County, Missouri,"Scott County, Missouri",4,38633,51.6,40,23.8,17.8,87,12.8,0.9,0.5,0,0.5,2.3,19.8,420.005,92,2.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.256,1565
Scott County, Tennessee,"Scott County, Tennessee",6,21969,50.6,39.4,24.2,16.5,98.7,1.2,0.6,0.2,0,0.5,1,21.9,532.301,41,1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.003,2150
Scott County, Virginia,"Scott County, Virginia",5,21902,49.4,47.3,18.4,23.5,98.6,1.1,0.6,0.3,0,0.1,1.4,15.5,535.827,41,1.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.272,1532
Scotts Bluff County, Nebraska,"Scotts Bluff County, Nebraska",4,36074,51.6,39.5,24.9,18.7,93.7,1.5,2.6,1.2,0.2,3.3,23.8,13.6,739.608,49,11.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.754,521
Screven County, Georgia,"Screven County, Georgia",5,13989,51.4,41.4,21.6,18.3,56.2,42.5,0.8,0.7,0,0.8,2.2,22.5,645.821,22,2.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.27,1536
Scurry County, Texas,"Scurry County, Texas",7,17096,45.7,36.4,25.1,15.1,88.7,5,1.1,1.2,0,6.9,40.4,14.4,905.445,19,26.3,0,1,,0,0,1,0,1,0,0,1,1,NA,0.426,1204
Searcy County, Arkansas,"Searcy County, Arkansas",7,7908,49.4,47.9,20.1,25.3,95.4,0.9,3.7,0.9,0,1.3,2.4,21.9,665.834,12,0.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.294,1488
Sebastian County, Arkansas,"Sebastian County, Arkansas",7,127591,51.1,37.6,24.1,15.6,77.9,8,3.7,5.1,0.1,10.1,14.2,18.5,531.182,240,15.1,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.983,1
Sedgwick County, Colorado,"Sedgwick County, Colorado",8,2322,52.2,44.1,25.2,23.1,95.1,1.2,0.7,0.9,0,3.7,13.4,19,548.041,4,7.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.869,298
Sedgwick County, Kansas,"Sedgwick County, Kansas",4,513375,50.6,35.4,25.9,14,81.9,10.9,2.6,5.3,0.2,3.9,14.6,13.7,996.936,515,14.7,0,0,midwest,0,0,0,0,0,0,0,0,1,poor,0.342,46
Seminole County, Florida,"Seminole County, Florida",5,461402,51.7,39.2,21.2,15.2,78.5,13.5,0.9,5.6,0.2,4.8,21.4,10.6,309.379,1491,23.4,0,0,south,0,0,0,0,0,0,1,0,0,dense,0.058,41
Seminole County, Georgia,"Seminole County, Georgia",5,8321,52.5,44.9,20.6,22.8,65.5,34.4,1.6,0.8,0,1.1,3.2,23.7,237.543,35,1.4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.49,1069
Seminole County, Oklahoma,"Seminole County, Oklahoma",7,24832,51,38.8,25,17.7,73.4,6.3,25.3,0.6,0,0.6,5.1,20.4,632.833,39,4.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.475,1102
Seneca County, New York,"Seneca County, New York",2,34390,47.8,42.1,20,18.6,92.6,6,0.9,1,0.1,1,3.5,12.2,323.698,106,7.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.797,445
Seneca County, Ohio,"Seneca County, Ohio",3,55351,50.1,39.9,22,17.5,95.5,4.1,0.7,0.9,0,0.7,5.1,12.8,551.026,100,3.9,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.737,101
Sequatchie County, Tennessee,"Sequatchie County, Tennessee",6,14816,50.1,44.1,20.3,20,99.6,0.6,2.4,0,0,0.1,3.5,19.7,265.851,56,3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.41,1237
Sequoyah County, Oklahoma,"Sequoyah County, Oklahoma",7,41709,50.7,40.8,23.7,18.1,75.5,3.1,30.6,1.1,0.2,1.6,4.2,21.5,673.562,62,4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.928,153
Sevier County, Arkansas,"Sevier County, Arkansas",7,17081,49.7,35.3,28.6,13.9,64.4,5,3.4,0.8,0.5,27.5,33.4,21.3,563.574,30,32.6,0,1,,0,0,1,0,1,0,0,1,1,NA,0.382,1303
Sevier County, Tennessee,"Sevier County, Tennessee",6,97068,50.9,42.9,20.5,19.3,96.7,1.7,1.1,1.4,0.1,1.2,6,13.7,592.489,164,6.9,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.263,291
Sevier County, Utah,"Sevier County, Utah",8,21280,48.9,35.4,29.8,16,95.3,0.8,2.1,0.3,0.1,2.1,5.2,14.9,1910.434,11,6.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.234,1613
Seward County, Kansas,"Seward County, Kansas",4,22349,48.9,29.4,31.6,9.4,61.2,5.3,1,3.1,0.2,31.3,61.2,16.9,639.653,35,58.9,0,1,,0,0,1,0,1,0,0,1,1,NA,0.821,400
Seward County, Nebraska,"Seward County, Nebraska",4,17171,49.1,38,23.3,17,98.2,1.3,0.9,0.8,0.1,0.8,2.6,6.5,571.43,30,3.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.567,886
Shackelford County, Texas,"Shackelford County, Texas",7,3296,46.9,43,23.4,19.2,97,1.7,2.2,0.7,0,0.9,11.5,13.3,914.286,4,7.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.639,736
Shannon County, Missouri,"Shannon County, Missouri",4,8217,51.1,45.8,21.9,21,99.5,0.7,3.4,0.3,0.2,0.1,1.9,27.5,1003.82,8,1.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.345,1383
Sharkey County, Mississippi,"Sharkey County, Mississippi",6,4404,53.8,41.2,24.4,18.2,25.1,74.6,0.1,0,0,0.2,0.1,27.4,431.72,10,0.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.654,697
Sharp County, Arkansas,"Sharp County, Arkansas",7,17139,51,47.6,21.1,25.9,98.3,1.5,2.4,0.7,0,0.7,2.3,22.2,604.624,28,1.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.075,1971
Shasta County, California,"Shasta County, California",9,179212,50.9,41.5,21.6,20.2,90.4,2.1,4.8,4.2,0.5,2.5,10,16.7,3775.566,47,8.3,0,0,west,0,0,0,0,0,0,0,1,1,sparse,0.69,62
Shawano County, Wisconsin,"Shawano County, Wisconsin",3,40904,50.1,45.2,21.6,20.7,91.3,0.8,9.6,0.7,0,0.3,2.8,10.5,893.225,46,2.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.759,513
Shawnee County, Kansas,"Shawnee County, Kansas",4,177852,51.7,39.1,23.8,17.6,85.8,10.4,2.5,2,0.2,3.2,12.3,11.4,544.026,327,8.3,0,0,midwest,0,0,0,0,0,0,0,0,0,other,0.401,60
Sheboygan County, Wisconsin,"Sheboygan County, Wisconsin",3,115178,49.7,41.5,22.3,17.5,90.8,2.9,0.9,6.1,0.1,1.4,6.4,7.2,511.528,225,9.6,0,0,midwest,0,0,0,0,0,0,0,1,0,sparse,0.406,113
Shelby County, Alabama,"Shelby County, Alabama",6,213432,51.6,39.3,23.7,14.9,82,13.2,0.7,2.6,0.1,3.5,5.7,7.5,785.44,272,8.2,0,0,south,0,0,0,0,0,0,0,1,0,sparse,0.684,64
Shelby County, Illinois,"Shelby County, Illinois",3,21737,50.7,45.1,21.3,22.1,98.8,0.8,0.5,0.5,0.1,0,1.1,10.8,758.51,29,0.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.993,14
Shelby County, Indiana,"Shelby County, Indiana",3,44438,50.8,40.8,22.8,16.7,96.1,1.8,0.6,1,0.3,1.8,4.2,11.3,411.136,108,4.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.508,1023
Shelby County, Iowa,"Shelby County, Iowa",4,11606,51,46.4,22.3,22.7,97.8,1.2,0.7,0.6,0.4,0.6,3,8,590.779,20,2.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.795,448
Shelby County, Kentucky,"Shelby County, Kentucky",6,47325,51.5,39.4,23.3,15.3,89.5,8.5,0.7,1.3,0.2,2.7,9.6,11.2,379.771,125,9.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.265,1547
Shelby County, Missouri,"Shelby County, Missouri",4,6013,49.7,42.3,24.2,20.6,97.3,1.7,0.6,0.8,0,1,1.7,16.2,500.863,12,3.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.388,1287
Shelby County, Ohio,"Shelby County, Ohio",3,48749,49.5,39.5,25.1,16,95.7,3.8,0.6,1.4,0,0.2,1.6,8.8,407.694,120,2.3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.217,1656
Shelby County, Tennessee,"Shelby County, Tennessee",6,936374,52.5,35.6,25.1,13.1,40.5,54.6,0.6,3.1,0.1,2.9,6.4,19.3,760.554,1231,9.6,0,0,south,0,0,0,1,0,0,1,0,1,vblack,0.806,10
Shelby County, Texas,"Shelby County, Texas",7,25349,50.4,38,26.2,17.4,78.3,19.6,1,0.5,0,1.2,18.3,22.6,795.589,32,18.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.187,1710
Shenandoah County, Virginia,"Shenandoah County, Virginia",5,43224,50.7,44.5,21.2,21.2,96,3.4,0.9,1.2,0.1,1.2,7.2,11.5,508.079,85,7.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.917,182
Sherburne County, Minnesota,"Sherburne County, Minnesota",4,94463,48.9,36,26.6,10.9,94.2,3.5,1.1,1.8,0.1,1.4,2.6,6.4,432.909,218,4.9,0,0,midwest,0,0,1,0,0,0,0,1,0,vsmall,0.53,187
Sheridan County, Kansas,"Sheridan County, Kansas",4,2506,48.7,44.9,23.7,23.5,97,1.3,0.9,0,0,1.6,5.1,5.3,895.957,3,6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.507,1030
Sheridan County, Montana,"Sheridan County, Montana",8,3483,49.8,46.3,20.3,23.2,98.5,1.7,3,0.9,0.7,0.2,3.8,10.1,1676.941,2,1.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.394,1272
Sheridan County, Nebraska,"Sheridan County, Nebraska",4,5231,51.5,46.7,22.2,25.3,87,3.6,12.6,1.3,0,0.6,5.5,17.1,2440.885,2,4.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.512,1013
Sheridan County, North Dakota,"Sheridan County, North Dakota",4,1409,49,50.9,16.4,29.7,99.3,0,1.1,0,0,0,0,12.4,972.226,1,3.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.12,1863
Sheridan County, Wyoming,"Sheridan County, Wyoming",8,30140,50.2,42.3,21.4,20.5,96.6,0.8,2.6,1.2,0,0.4,4.2,5.9,2523.361,12,3.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.637,738
Sherman County, Kansas,"Sherman County, Kansas",4,5938,48,39.3,23.6,18.8,92.6,2.4,1.3,0.9,0,4.6,12.2,11.5,1056.064,6,11.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.114,1880
Sherman County, Nebraska,"Sherman County, Nebraska",4,3033,49.5,49.7,20.7,26.7,98.7,0.4,0.8,0.3,0.1,0.8,2.2,12.4,565.853,5,3.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.195,1699
Sherman County, Oregon,"Sherman County, Oregon",9,1642,46.3,51.4,16.9,26.1,96.8,0.2,4,1.5,1.6,1.2,4.9,13.4,823.614,2,3.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.956,98
Sherman County, Texas,"Sherman County, Texas",7,3059,47.8,40.1,22.6,13.3,92.3,1.8,0.6,2.3,0,7.3,44.6,14.8,922.86,3,36.4,0,1,,0,0,1,0,1,0,0,1,1,NA,0.51,1016
Shiawassee County, Michigan,"Shiawassee County, Michigan",3,68340,50.6,42.4,21.4,17.8,98.4,1.2,1.1,0.7,0.1,0.4,2.9,10.3,530.967,129,1.7,0,0,midwest,0,0,1,0,0,0,0,1,0,vsmall,0.743,97
Shoshone County, Idaho,"Shoshone County, Idaho",8,12609,50.1,47.3,20.2,22.3,95.9,0.4,4.6,0.8,0.4,0.7,3.6,19.4,2637.425,5,4.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.841,357
Sibley County, Minnesota,"Sibley County, Minnesota",4,14892,49.1,41.7,23.7,18.1,96.1,1.2,0.6,0.9,0,2,9,7.9,588.834,25,9.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.457,1142
Sierra County, California,"Sierra County, California",9,3040,46.5,54.8,15.9,29.3,98.2,0.1,2.5,0,0,0,10.7,9.7,953.168,3,9.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.404,1256
Sierra County, New Mexico,"Sierra County, New Mexico",8,11031,50.5,55.7,15.8,35.5,92.4,0.7,6.1,1.1,0,2.7,30.4,26.7,4181.208,3,20.4,0,1,,0,0,1,0,1,0,0,1,1,NA,0.491,1066
Silver Bow County, Montana,"Silver Bow County, Montana",8,34770,49.3,40,20.2,18.7,95.9,1,3.5,1.2,0.1,0.2,4.6,17.4,717.983,48,3.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.254,1569
Simpson County, Kentucky,"Simpson County, Kentucky",6,18183,50.8,39,24.5,16.4,87.8,11.2,0.7,1,0,1.6,2.4,15.6,234.205,78,2.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.537,950
Simpson County, Mississippi,"Simpson County, Mississippi",6,26888,51.7,39.5,24,17.2,62.6,37,0.5,0.7,0.2,0,0.3,19.4,589.165,46,1.7,0,1,,0,0,1,1,0,0,0,1,1,NA,0.081,1958
Sioux County, Iowa,"Sioux County, Iowa",4,34827,49.8,33.4,27.1,15.2,96,1,0.9,1.1,0.3,2.6,10.7,6.3,767.911,45,9.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.932,145
Sioux County, Nebraska,"Sioux County, Nebraska",4,1219,51.8,44.1,20.8,22.1,95.8,3.5,0.5,0,0,3.3,3.4,8.5,2066.722,1,2.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.32,1434
Sioux County, North Dakota,"Sioux County, North Dakota",4,4373,50.1,28.2,35.9,7.8,15.4,0.3,85,0.1,0.3,1.3,4.6,38.2,1094.052,4,5.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.987,25
Siskiyou County, California,"Siskiyou County, California",9,43468,50.1,47.8,20.3,24.7,91,2.5,8.1,2.6,0.7,2.2,12.6,18.8,6278.768,7,8.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.678,655
Sitka City and Borough, Alaska,"Sitka City and Borough, Alaska",9,8640,48.6,39.5,21.7,15.2,77.5,1.5,23.9,9.4,0.4,1.7,6.8,8.7,2870.058,3,12.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.833,381
Skagit County, Washington,"Skagit County, Washington",9,125612,50.6,41.5,22,20.3,85.8,1.5,3.5,3.1,0.6,9.9,18.4,12,1730.254,73,17.1,0,0,west,0,0,0,0,0,0,0,1,0,sparse,0.41,111
Skagway Municipality, Alaska,"Skagway Municipality, Alaska",9,1107,45.3,40.4,14.4,11.7,88.6,4,8.2,2.1,0,1.3,5.7,6.4,433.933,3,11,0,1,,0,0,1,0,0,0,0,1,0,NA,0.262,1551
Skamania County, Washington,"Skamania County, Washington",9,11753,49.8,46.6,19.1,19.9,95.2,1.1,3,1.7,0.4,1.3,6.3,12.8,1658.269,7,4.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.622,768
Slope County, North Dakota,"Slope County, North Dakota",4,742,51.2,47.7,19.9,26.5,97.6,1.8,1.9,0,0,0,0,7.5,1215.264,1,1.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.916,186
Smith County, Kansas,"Smith County, Kansas",4,3627,50.5,51.4,19.5,27.3,98.3,1,1.3,0.7,0.6,0,2.2,11.3,895.464,4,1.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.87,295
Smith County, Mississippi,"Smith County, Mississippi",6,16009,51.1,41.5,23.8,18.9,76.2,23.3,0,0.6,0.2,0.1,1.7,18.9,636.268,25,2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.894,237
Smith County, Tennessee,"Smith County, Tennessee",6,19740,50,40.3,23.2,16.4,95,3.7,1,0.6,0,1.5,2.7,17.9,314.295,63,1.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.426,1206
Smith County, Texas,"Smith County, Texas",7,227449,51.7,36.6,24.6,16.2,78.4,18.5,0.9,1.9,0.1,2.1,19.5,15.4,921.473,247,16.8,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.463,103
Smyth County, Virginia,"Smyth County, Virginia",5,30767,50.7,45,19.4,21.3,96.3,2.6,0.6,0.7,0.2,0.3,2,18.9,451.44,68,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.399,1265
Snohomish County, Washington,"Snohomish County, Washington",9,798808,49.9,38,22.7,13.1,80.9,4.8,2.7,13.4,1.2,3.9,10.2,7.5,2086.521,383,21.4,0,0,west,0,0,0,0,0,1,0,0,0,vnonenglish,0.423,18
Snyder County, Pennsylvania,"Snyder County, Pennsylvania",2,40483,50.2,40.2,20.9,18.3,97.6,1.7,0.4,0.9,0,0.7,2.1,10.4,328.784,123,9.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.165,1759
Socorro County, New Mexico,"Socorro County, New Mexico",8,16858,47.7,39.4,22.8,18.9,81.7,1.1,13.6,3.7,0,2.2,49.8,29.7,6646.387,3,39.1,0,1,,0,0,1,0,1,0,0,1,1,NA,0.03,2080
Solano County, California,"Solano County, California",9,441829,50.2,38.1,22.4,15.2,58.6,16.7,2.1,19.1,1.7,10.3,26.5,9.5,821.829,538,29.9,0,0,west,0,0,0,0,0,0,0,0,0,other,0.341,68
Somerset County, Maine,"Somerset County, Maine",1,50520,50.5,46.4,19.3,20.7,98.4,1,1.3,1,0.1,0.3,1.1,20.4,3924.27,13,3.1,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.955,15
Somerset County, Maryland,"Somerset County, Maryland",5,25729,45.9,36.2,17.3,16.2,55.1,44.4,1.2,1.3,0,1.1,3.6,21.7,319.749,80,5.9,0,1,,0,0,1,1,0,0,0,1,1,NA,0.211,1666
Somerset County, New Jersey,"Somerset County, New Jersey",2,329838,51.1,41.7,22.2,15.3,68.1,10.7,0.7,18.8,0,4.2,14.7,5.1,301.866,1093,31.4,0,0,northeast,0,0,0,0,0,1,1,0,0,vnonenglish,0.86,3
Somerset County, Pennsylvania,"Somerset County, Pennsylvania",2,74361,47.8,46.1,18.3,21.8,96.5,3.3,0.5,0.7,0.1,0.5,1.5,12.4,1075.047,69,4.1,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.436,226
Somervell County, Texas,"Somervell County, Texas",7,8860,49.8,41,22.5,18.3,88.9,1.2,1.3,0.3,0.8,7.7,18.6,23.4,186.377,48,10.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.211,1670
Sonoma County, California,"Sonoma County, California",9,499772,51.2,42.1,19.8,19,79.4,2.7,2.7,5.9,0.9,14.3,26.7,9.2,1575.631,317,25.6,0,0,west,0,0,0,0,0,0,0,0,0,other,0.322,69
Southampton County, Virginia,"Southampton County, Virginia",5,17880,48.3,46.9,19.4,19.4,66.4,33.6,3.9,0.3,0,0.4,1.7,9,599.196,30,1.6,0,1,,0,0,1,1,0,0,0,1,0,NA,0.984,36
Southeast Fairbanks Census Area, Alaska,"Southeast Fairbanks Census Area, Alaska",9,6878,45.2,36.8,27.1,13.6,80.3,1.6,16.8,2.9,0.2,2.3,6.1,10.9,24831.059,0,19.1,0,1,,0,0,1,0,0,1,0,1,0,NA,0.375,1319
Spalding County, Georgia,"Spalding County, Georgia",5,65306,51.6,39.2,23.8,17.7,63.9,35.3,0.6,1.3,0,0.5,4.6,17.9,195.97,333,4.1,0,0,south,0,0,1,1,0,0,0,0,1,vsmall,0.175,330
Spartanburg County, South Carolina,"Spartanburg County, South Carolina",5,307617,51.5,38.2,23.3,15.9,75,21.7,0.9,2.8,0.1,1.9,6.8,14,808.377,381,10.1,0,0,south,0,0,0,0,0,0,0,0,1,poor,0.484,39
Spencer County, Indiana,"Spencer County, Indiana",3,20447,49.8,44,22.1,19.3,98.5,1.3,0.5,0.4,0,0.5,2.9,9.3,396.882,52,3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.415,1232
Spencer County, Kentucky,"Spencer County, Kentucky",6,18680,49.4,42.1,23,13.5,97.4,2.4,0.6,0.5,0,0.3,2.4,9.7,186.726,100,1.7,0,1,,0,0,1,0,0,0,0,1,0,NA,0.588,832
Spink County, South Dakota,"Spink County, South Dakota",4,6483,50.1,43.5,24.3,20.5,97.6,0.3,2.5,0,0.2,0.3,3.1,9.9,1503.499,4,5.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.293,1490
Spokane County, Washington,"Spokane County, Washington",9,505505,50.4,37.6,22.2,15.8,92.1,3.3,3.2,3.7,1,2,5.7,13.7,1764.224,287,7.4,0,0,west,0,0,0,0,0,0,0,1,1,sparse,0.036,183
Spotsylvania County, Virginia,"Spotsylvania County, Virginia",5,132833,50.9,38.2,25,13.7,76.1,18.3,1.1,3.8,0.4,5.2,9.8,7,401.412,331,10.1,0,0,south,0,0,0,0,0,0,0,0,0,other,0.279,75
