,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,46769322.720145345,11368214.430922445,290925.46177474345,0.0,0.0,0.0
std,254891060.18849748,61729792.77919822,1579800.000369647,0.0,0.0,0.0
