,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,453.764077552897,352.98246613789377,10.28706802988621,0.0,0.0,0.0
std,61.453628070392966,63.522634633277754,1.6404888750353803,0.0,0.0,0.0
