,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,475.4591615507212,356.0005617219259,10.534097827810577,0.0,0.0,0.0
std,66.60747873766073,66.5863909800151,1.635040151950368,0.0,0.0,0.0
