True,Pred
2634,4000.5483
2734,3984.2214
2810,3997.9883
2925,3997.048
2970,4055.2976
2739,4077.8364
2718,4092.8425
3098,4113.5093
3416,4136.716
3721,4165.1396
3608,4188.303
3475,4210.5864
3384,4234.272
3668,4258.8115
3624,4283.7217
3518,4307.941
3695,4332.23
3745,4356.9307
4044,4381.8857
4332,4406.94
4006,4432.014
4252,4457.242
4056,4482.666
4129,4508.2446
3950,4533.951
3980,4559.788
4000,4585.777
4022,4611.9224
3832,4638.216
3820,4664.654
4017,4691.2407
4008,4717.98
3671,4744.872
4155,4771.9165
3922,4799.1133
4079,4826.4644
4063,4853.9707
4085,4881.6333
4061,4909.4526
3882,4937.4297
3999,4965.5654
3692,4993.861
3976,5022.3164
