,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1852.1740173971189,1774.3700765470176,48.42726194912327,0.0,0.0,0.0
std,2990.9106793667447,3014.425588892969,81.16320762461625,0.0,0.0,0.0
