lookback,batch_size,epochs,RMSE_mean,RMSE_std,MAE_mean,MAE_std,MAPE_mean,MAPE_std
12,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
12,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
12,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
12,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
12,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
5,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
12,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,16,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,8,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
7,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,32,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
9,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
3,32,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,8,50,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
11,16,100,497.6250575404459,1.7344551487745134e-13,233.02376810039,2.890758581290855e-14,7.112613938615228,0.0
