,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1428.077971358992,985.2906579137392,19.475558036291865,0.0,0.0,0.0
std,4.625213730065368e-13,3.4689102975490264e-13,7.226896453227138e-15,0.0,0.0,0.0
