,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,551.1248382977863,423.918037228468,12.74278581337649,0.0,0.0,0.0
std,38.295408059964466,56.90315663329781,1.494423828133892,0.0,0.0,0.0
