,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,492.96029546745257,400.07327176225857,11.467948906751644,0.0,0.0,0.0
std,135.75372274612604,139.9307804264831,3.806077476588398,0.0,0.0,0.0
