,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,516.5576231569728,418.5277557146991,12.52588620360748,0.0,0.0,0.0
std,54.26462191475968,54.50229055078895,1.1344153545452578,0.0,0.0,0.0
