,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2544.099087802104,1926.7399678548177,50.85387555445345,0.0,0.0,0.0
std,6611.615534860195,3961.165642458323,99.96925384846068,0.0,0.0,0.0
