,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2102424592674.0234,596900781657.6404,15293699855.622538,0.0,0.0,0.0
std,11515451057466.22,3269358970018.367,83767012025.12294,0.0,0.0,0.0
