,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,642.9302987869772,491.4495243778936,15.50154971670412,0.0,0.0,0.0
std,15.02269000499927,29.19741193033115,0.7632466737360545,0.0,0.0,0.0
