,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,5603155950.750895,1514815510.0095313,38813869.64946282,0.0,0.0,0.0
std,30689732377.93746,8296975297.648996,212592037.27094886,0.0,0.0,0.0
