,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,25041.676725748355,13654.485749308269,351.13893437769184,0.0,0.0,0.0
std,103072.10451961253,48203.93490481679,1236.186599442416,0.0,0.0,0.0
