,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,666.5432580060799,580.1793048145325,15.9621591063501,0.0,0.0,0.0
std,431.67119685554377,447.7017765632609,11.94131348092377,0.0,0.0,0.0
