,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,557.3862422554921,387.09153399800147,12.290081973588112,0.0,0.0,0.0
std,14.664868180707783,18.576547903833067,0.5109226538865287,0.0,0.0,0.0
