,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,526.9113167204451,444.6936461950232,12.967371028518077,0.0,0.0,0.0
std,77.1987911165471,79.8985719088167,1.6529805928740224,0.0,0.0,0.0
