,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,1045.9424761532534,964.598465983073,27.49544405448737,0.0,0.0,0.0
std,614.3211991170032,603.9445006685412,15.843761449831513,0.0,0.0,0.0
