,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,45042749.5749171,16311461.835703531,415852.9456669641,0.0,0.0,0.0
std,246692372.62040016,89325125.94953404,2277271.2988185706,0.0,0.0,0.0
