,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,502.57852224870334,405.4207143373843,12.221657784261565,0.0,0.0,0.0
std,26.103465390128616,22.76554553327435,0.45097444318381347,0.0,0.0,0.0
