True,Pred
2822,3790.841
2850,3789.204
2634,3775.4492
2734,3690.3274
2810,3680.6313
2925,3631.0369
2970,3590.4368
2739,3564.6453
2718,3522.5486
3098,3494.3157
3416,3463.2769
3721,3431.9983
3608,3405.7012
3475,3373.4075
3384,3344.7983
3668,3314.2827
3624,3283.2732
3518,3249.0212
3695,3213.2292
3745,3175.2632
4044,3134.7764
4332,3092.0112
4006,3046.3777
4252,2999.4277
4056,2950.2
4129,2896.2026
3950,2839.6096
3980,2780.0857
4000,2736.6367
4022,2693.0957
3832,2648.2651
3820,2645.8696
4017,2627.0
4008,2627.0
3671,2627.0
4155,2627.0
3922,2627.0
4079,2627.0
4063,2627.0
4085,2627.0
4061,2627.0
3882,2627.0
3999,2627.0
3692,2627.0
3976,2627.0
