,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,918.6171974449965,853.0519419352214,24.452844178559932,0.0,0.0,0.0
std,542.9660736051311,552.5320302022212,14.701673284464436,0.0,0.0,0.0
