,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,192065690.27297395,51390777.334933475,1316670.2319171487,0.0,0.0,0.0
std,1051931052.102824,281437747.47719765,7210647.228001892,0.0,0.0,0.0
