,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,491.8915841396561,381.800676646659,11.139566145042703,0.0,0.0,0.0
std,70.79676849126562,80.12343308330497,1.9972243193461792,0.0,0.0,0.0
