,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2955.0991347690497,2836.8058074951173,77.02174361365267,0.0,0.0,0.0
std,1777.1905750428841,1646.5807244485943,43.57514078924223,0.0,0.0,0.0
