True,Pred
2822,2317.8315
2850,2281.2883
2634,2061.9663
2734,1353.7821
2810,1337.735
2925,978.84
2970,738.58167
2739,726.43066
2718,500.2882
3098,395.5058
3416,382.4677
3721,252.43866
3608,208.46135
3475,177.24368
3384,128.2252
3668,105.32768
3624,86.678535
3518,65.73911
3695,53.491142
3745,42.547176
4044,31.609638
4332,23.979933
4006,16.726467
4252,10.380538
4056,6.0450873
4129,2.990995
3950,1.3852906
3980,0.76459265
4000,0.517972
4022,0.4445191
3832,0.43494275
3820,0.43695998
4017,0.43786526
4008,0.4378801
3671,0.4378367
4155,0.43782866
3922,0.43782985
4079,0.4378305
4063,0.4378305
4085,0.4378304
4061,0.43783045
3882,0.43783042
3999,0.43783048
3692,0.43783042
3976,0.43783048
