,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,650.4724892241765,577.0585174560547,9.820372065973373,0.0,0.0,0.0
std,303.41941043130487,312.09685799644666,5.307162828133323,0.0,0.0,0.0
