,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,509.63488851598305,419.77101453993055,12.476149189827916,0.0,0.0,0.0
std,37.27846600688189,53.36448807516508,1.0188879438868141,0.0,0.0,0.0
