True,Pred
2810,3999.8474
2925,4016.7046
2970,3999.4983
2739,3983.5894
2718,4010.4312
3098,3989.2644
3416,4030.5754
3721,4035.3977
3608,4042.6465
3475,4043.4973
3384,4046.7043
3668,4055.0945
3624,4057.5637
3518,4065.908
3695,4069.2896
3745,4073.24
4044,4076.1133
4332,4079.3164
4006,4082.875
4252,4085.531
4056,4088.5676
4129,4090.8413
3950,4093.1091
3980,4095.1084
4000,4097.043
4022,4098.881
3832,4100.5034
3820,4102.0557
4017,4103.429
4008,4104.725
3671,4105.9067
4155,4107.011
3922,4108.0312
4079,4108.9683
4063,4109.8345
4085,4110.6284
4061,4111.365
3882,4112.0415
3999,4112.668
3692,4113.2466
3976,4113.778
