,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,460.2013846666791,362.878816136306,10.46165414279089,0.0,0.0,0.0
std,70.21112413612987,79.80208907942223,1.7943317515466295,0.0,0.0,0.0
