,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,474.9103012171479,374.0365734565549,10.828271245269121,0.0,0.0,0.0
std,71.8819620386911,73.7229254479965,1.8517344333835268,0.0,0.0,0.0
