,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,664.3708726527003,573.8857082459986,15.753268352580436,0.0,0.0,0.0
std,285.8964637525906,300.59208329631264,7.532951883625206,0.0,0.0,0.0
