True,Pred
4609.0,0.0
4323.0,5355.81435084249
4825.0,4146.503955549308
4462.0,4861.4166045834
4642.0,4349.9907897343155
4369.0,4690.5232611081665
4672.0,4308.576098579838
4661.0,4751.976659290802
4655.0,4652.669590772282
4716.0,4645.269324167857
4377.0,4729.312222580167
4484.0,4295.1013928740085
4911.0,7261.073317752308
5218.0,3904.3559839775253
5759.0,5550.965471276748
5456.0,5209.339049366865
5359.0,5500.0393667686485
5305.0,5039.138581775352
5769.0,5588.339508803482
5565.0,5697.583971880007
5367.0,5505.993294947611
5633.0,5446.10268064413
5664.0,5343.469287955948
6082.0,5776.947740874885
6505.0,6703.607429950056
5813.0,6611.830896133865
6379.0,6432.869009151278
6091.0,6285.4276814843215
6219.0,6162.1778734143045
6052.0,6171.870271990877
6105.0,6485.370662807428
6030.0,5982.273076187965
5969.0,5960.13283264833
5707.0,6223.4120781919
5681.0,5706.331370157964
6052.0,6157.548060041763
5904.0,6538.729212073332
5426.0,5477.768916643322
6005.0,6143.542470251712
5766.0,5795.880161113213
5946.0,5891.408550880097
5981.0,5803.883473025208
6104.0,6078.343060708872
5991.0,5952.513046426653
5670.0,5877.002967647152
5709.0,5511.772147925939
5416.0,5726.047446144553
5793.0,5797.7219082535685
5750.0,5805.632501145772
5399.0,5264.945024492564
6123.0,5979.985351801573
5730.0,5832.525358555086
6015.0,5859.614354333138
5989.0,6008.285174211172
6333.0,6076.122334143329
6388.0,6198.805800442134
6048.0,6039.389269028914
6322.0,5962.806131794748
6405.0,6027.367596837374
6523.0,6667.616290565863
