,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,746.5377306756103,341.90739226373506,6.68255969352646,0.0,0.0,0.0
std,3.4689102975490264e-13,1.156303432516342e-13,9.033620566533923e-16,0.0,0.0,0.0
