,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1475.7220057319837,1374.7282414641204,38.69144072040423,0.0,0.0,0.0
std,3472.1464291479438,3473.7489727858842,97.1620253958732,0.0,0.0,0.0
