True,Pred
2810.0,3692.3875
2925.0,3690.0132
2969.9999999999995,3687.5713
2739.0,3684.593
2718.0000000000005,3683.4954
3097.9999999999995,3681.1511
3416.0,3680.9993
3721.0,3677.9768
3608.0,3677.8757
3475.0,3677.7874
3384.0,3677.7139
3668.0,3677.663
3623.9999999999995,3677.6128
3518.0,3677.577
3694.9999999999995,3677.5425
3745.0,3677.5388
4044.0,3677.5366
4332.0,3677.5352
4006.0,3677.5332
4252.0,3677.5317
4056.0,3677.5312
4129.0,3677.5308
3950.0,3677.5308
3980.0,3677.5305
4000.0,3677.5305
4021.9999999999995,3677.5305
3832.0,3677.5303
3820.0,3677.5305
4017.0,3677.5308
4008.0,3677.5305
3671.0,3677.5303
4155.0,3677.5305
3922.0,3677.53
4079.0,3677.5305
4063.0,3677.5303
4085.0,3677.5305
4061.0,3677.5303
3882.0,3677.5303
3999.0,3677.5303
3692.0,3677.5305
3976.0,3677.5303
