,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,487.21867378355654,379.0161204268292,11.042792297778595,0.0,0.0,0.0
std,109.79417152297323,121.24718692807484,3.177738608921877,0.0,0.0,0.0
