True,Pred
4369,4870.0693
4672,4821.055
4661,4858.4326
4655,4870.2563
4716,4898.6045
4377,4924.354
4484,4877.489
4911,4838.0396
5218,4912.397
5759,5062.074
5456,5319.378
5359,5475.2837
5305,5542.725
5769,5541.9937
5565,5633.4043
5367,5643.9927
5633,5614.2603
5664,5651.068
6082,5695.914
6505,5814.5215
5813,6038.6313
6379,6054.97
6091,6165.3936
6219,6183.514
6052,6198.3164
6105,6149.6562
6030,6155.6973
5969,6113.292
5707,6079.6997
5681,5980.0054
6052,5898.6924
5904,5928.9077
5426,5936.2563
6005,5822.9604
5766,5876.3164
5946,5876.3394
5981,5899.555
6104,5940.3047
5991,6025.917
5670,6034.446
5709,5965.8926
5416,5900.4756
5793,5777.072
5750,5766.17
5399,5771.236
6123,5706.8022
5730,5823.376
6015,5852.028
5989,5914.2783
6333,5963.691
6388,6102.6724
6048,6195.2793
6322,6198.5093
6405,6238.734
6523,6296.9688
