,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,557.7602142535485,392.41277567545575,12.606305523126888,0.0,0.0,0.0
std,13.448723660850135,4.871483931968458,0.20448304269582382,0.0,0.0,0.0
