,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,570.6921570968799,475.872173755787,13.888154013438776,0.0,0.0,0.0
std,137.48995035121231,140.74519685166553,3.3297608916525503,0.0,0.0,0.0
