,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,526.6133230420497,420.28030834056705,12.69200298042418,0.0,0.0,0.0
std,56.927154483317366,49.039377976550185,1.2095919526223817,0.0,0.0,0.0
