,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,556.0636675520587,387.9265472412109,12.497384997960518,0.0,0.0,0.0
std,4.715930838770795,1.0789817527590966,0.03642126495368481,0.0,0.0,0.0
