,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,649.1266470605755,533.2207852285879,15.92252634585386,0.0,0.0,0.0
std,220.85787616630552,220.76295487334124,5.983231391351347,0.0,0.0,0.0
