True,Pred
2970,4127.876
2739,3943.083
2718,4147.6035
3098,3790.3416
3416,4052.2659
3721,4212.7466
3608,3937.6013
3475,4294.0254
3384,3884.233
3668,4101.053
3624,4300.916
3518,3948.647
3695,4421.6387
3745,3973.544
4044,4121.048
4332,4420.542
4006,3973.4844
4252,4517.1187
4056,4047.4282
4129,4132.455
3950,4582.222
3980,3992.3618
4000,4589.9106
4022,4102.722
3832,4131.0737
3820,4775.0234
4017,4002.0857
4008,4652.328
3671,4149.151
4155,4126.4453
3922,4983.619
4079,3998.7585
4063,4684.3447
4085,4204.504
4061,4106.6006
3882,5181.0933
3999,3970.1458
3692,4673.256
3976,4316.6733
