True,Pred
2771.0,0.0
2627.0,2374.7899895046353
2907.0,2739.721685003192
2822.0,2821.092127087703
2850.0,2858.646745238445
2634.0,2836.220613646617
2734.0,2685.289736038058
2810.0,2701.0683353002555
2925.0,2799.681501618273
2970.0,2901.304242452347
2739.0,2964.748806811363
2718.0,2791.91134607033
3098.0,4664.442336512825
3416.0,3325.601981113438
3721.0,3509.487062725588
3608.0,3662.621684185544
3475.0,3638.233027151602
3384.0,3286.2837463084643
3668.0,3452.05879887552
3624.0,3709.6110714650786
3518.0,3777.7466401006172
3695.0,3616.963264808575
3745.0,3407.8319736055582
4044.0,3685.493250487345
4332.0,4264.992806970071
4006.0,4696.8452193921885
4252.0,4419.338500168313
4056.0,4137.020199046988
4129.0,3994.1676598662134
3950.0,3954.193744293153
3980.0,4202.35063498602
4000.0,4016.0712065264634
4022.0,3945.471198119596
3832.0,4150.453681450614
3820.0,3868.3597532469885
4017.0,4017.4324250358122
4008.0,4288.251857129684
3671.0,4006.7565820887194
4155.0,3991.6207604854103
3922.0,3946.157755963642
4079.0,3953.2719466508497
4063.0,3874.8083356331485
4085.0,4162.416882757024
4061.0,4125.3230566925995
3882.0,4064.0221827239734
3999.0,3894.4292671277985
3692.0,3916.993793257589
3976.0,3961.5992073414345
