,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,275.121364914777,217.73499157475493,3.825985616256915,0.0,0.0,0.0
std,0.8635055901272447,0.5083689991835755,0.00675522060522092,0.0,0.0,0.0
