,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,690.9040029665173,583.5612485532407,16.990494905805043,0.0,0.0,0.0
std,173.8330715756554,193.79452167450165,4.614447092530978,0.0,0.0,0.0
