,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,602.9310178115401,449.66154804081884,14.045144322893236,0.0,0.0,0.0
std,9.54786247000518,18.045817525777878,0.47293303666083775,0.0,0.0,0.0
