,RMSE,MAE,MAPE,PI_Width,CI_Coverage,PI_Overlap
mean,1234.5923965371885,1132.508209544994,31.460355255484878,0.0,0.0,0.0
std,1264.638260052242,1289.0819933561959,35.36753340975566,0.0,0.0,0.0
