,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,844.7007885944636,782.1849202473958,22.90321256939489,0.0,0.0,0.0
std,106.43436660388615,114.16152312026472,2.9567110243106747,0.0,0.0,0.0
