,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,2050.012019064141,1911.1920522054036,52.078337325424435,0.0,0.0,0.0
std,1205.188671390285,1142.257857713054,30.010646553615107,0.0,0.0,0.0
