,RMSE,MAE,MAPE,PI Width,CI Coverage,PI Overlap
mean,269.42766315076113,216.5679257566824,3.857064746168884,0.0,0.0,0.0
std,0.5784748445276,0.1855027495427499,0.003968149598149198,0.0,0.0,0.0
